,Quarter,HB_x,HBT,CancerType,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferralsTreatedWithin62Days,HBName,Country
5673,2021Q1,S92000003,S08000031,All Cancer Types,1073.0,866.0,NHS Greater Glasgow and Clyde,S92000003
5674,2021Q2,S08000015,S08000031,Breast,1.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5675,2021Q2,S08000015,S08000031,Cervical,5.0,3.0,NHS Greater Glasgow and Clyde,S92000003
5676,2021Q2,S08000015,S08000031,Colorectal,4.0,4.0,NHS Greater Glasgow and Clyde,S92000003
5677,2021Q2,S08000015,S08000031,Head & Neck,4.0,4.0,NHS Greater Glasgow and Clyde,S92000003
5678,2021Q2,S08000015,S08000031,Lung,13.0,13.0,NHS Greater Glasgow and Clyde,S92000003
5679,2021Q2,S08000015,S08000031,Ovarian,2.0,2.0,NHS Greater Glasgow and Clyde,S92000003
5680,2021Q2,S08000015,S08000031,Upper GI,8.0,6.0,NHS Greater Glasgow and Clyde,S92000003
5681,2021Q2,S08000015,S08000031,Urological,2.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5682,2021Q2,S08000017,S08000031,Head & Neck,2.0,2.0,NHS Greater Glasgow and Clyde,S92000003
5683,2021Q2,S08000019,S08000031,Cervical,1.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5684,2021Q2,S08000019,S08000031,Colorectal,3.0,0.0,NHS Greater Glasgow and Clyde,S92000003
5685,2021Q2,S08000019,S08000031,Head & Neck,7.0,6.0,NHS Greater Glasgow and Clyde,S92000003
5686,2021Q2,S08000019,S08000031,Lung,4.0,3.0,NHS Greater Glasgow and Clyde,S92000003
5687,2021Q2,S08000019,S08000031,Ovarian,1.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5688,2021Q2,S08000019,S08000031,Upper GI,7.0,2.0,NHS Greater Glasgow and Clyde,S92000003
5689,2021Q2,S08000019,S08000031,Urological,11.0,4.0,NHS Greater Glasgow and Clyde,S92000003
5690,2021Q2,S08000028,S08000031,Head & Neck,1.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5691,2021Q2,S08000028,S08000031,Upper GI,1.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5692,2021Q2,S08000031,S08000031,Breast,250.0,241.0,NHS Greater Glasgow and Clyde,S92000003
5693,2021Q2,S08000031,S08000031,Cervical,10.0,10.0,NHS Greater Glasgow and Clyde,S92000003
5694,2021Q2,S08000031,S08000031,Colorectal,126.0,87.0,NHS Greater Glasgow and Clyde,S92000003
5695,2021Q2,S08000031,S08000031,Head & Neck,62.0,48.0,NHS Greater Glasgow and Clyde,S92000003
5696,2021Q2,S08000031,S08000031,Lung,138.0,123.0,NHS Greater Glasgow and Clyde,S92000003
5697,2021Q2,S08000031,S08000031,Lymphoma,20.0,19.0,NHS Greater Glasgow and Clyde,S92000003
5698,2021Q2,S08000031,S08000031,Melanoma,50.0,50.0,NHS Greater Glasgow and Clyde,S92000003
5699,2021Q2,S08000031,S08000031,Ovarian,10.0,10.0,NHS Greater Glasgow and Clyde,S92000003
5700,2021Q2,S08000031,S08000031,Upper GI,91.0,71.0,NHS Greater Glasgow and Clyde,S92000003
5701,2021Q2,S08000031,S08000031,Urological,212.0,127.0,NHS Greater Glasgow and Clyde,S92000003
5702,2021Q2,S08000032,S08000031,Breast,2.0,2.0,NHS Greater Glasgow and Clyde,S92000003
5703,2021Q2,S08000032,S08000031,Cervical,14.0,11.0,NHS Greater Glasgow and Clyde,S92000003
5704,2021Q2,S08000032,S08000031,Colorectal,4.0,2.0,NHS Greater Glasgow and Clyde,S92000003
5705,2021Q2,S08000032,S08000031,Head & Neck,3.0,3.0,NHS Greater Glasgow and Clyde,S92000003
5706,2021Q2,S08000032,S08000031,Lung,10.0,10.0,NHS Greater Glasgow and Clyde,S92000003
5707,2021Q2,S08000032,S08000031,Lymphoma,1.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5708,2021Q2,S08000032,S08000031,Ovarian,2.0,2.0,NHS Greater Glasgow and Clyde,S92000003
5709,2021Q2,S08000032,S08000031,Upper GI,15.0,11.0,NHS Greater Glasgow and Clyde,S92000003
5710,2021Q2,S08000032,S08000031,Urological,10.0,2.0,NHS Greater Glasgow and Clyde,S92000003
5711,2021Q2,S92000003,S08000031,Breast,253.0,244.0,NHS Greater Glasgow and Clyde,S92000003
5712,2021Q2,S92000003,S08000031,Cervical,30.0,25.0,NHS Greater Glasgow and Clyde,S92000003
5713,2021Q2,S92000003,S08000031,Colorectal,137.0,93.0,NHS Greater Glasgow and Clyde,S92000003
5714,2021Q2,S92000003,S08000031,Head & Neck,79.0,64.0,NHS Greater Glasgow and Clyde,S92000003
5715,2021Q2,S92000003,S08000031,Lung,165.0,149.0,NHS Greater Glasgow and Clyde,S92000003
5716,2021Q2,S92000003,S08000031,Lymphoma,21.0,20.0,NHS Greater Glasgow and Clyde,S92000003
5717,2021Q2,S92000003,S08000031,Melanoma,50.0,50.0,NHS Greater Glasgow and Clyde,S92000003
5718,2021Q2,S92000003,S08000031,Ovarian,15.0,15.0,NHS Greater Glasgow and Clyde,S92000003
5719,2021Q2,S92000003,S08000031,Upper GI,122.0,91.0,NHS Greater Glasgow and Clyde,S92000003
5720,2021Q2,S92000003,S08000031,Urological,235.0,134.0,NHS Greater Glasgow and Clyde,S92000003
5721,2021Q2,S08000015,S08000031,All Cancer Types,39.0,34.0,NHS Greater Glasgow and Clyde,S92000003
5722,2021Q2,S08000017,S08000031,All Cancer Types,2.0,2.0,NHS Greater Glasgow and Clyde,S92000003
5723,2021Q2,S08000019,S08000031,All Cancer Types,34.0,17.0,NHS Greater Glasgow and Clyde,S92000003
5724,2021Q2,S08000028,S08000031,All Cancer Types,2.0,2.0,NHS Greater Glasgow and Clyde,S92000003
5725,2021Q2,S08000031,S08000031,All Cancer Types,969.0,786.0,NHS Greater Glasgow and Clyde,S92000003
5726,2021Q2,S08000032,S08000031,All Cancer Types,61.0,44.0,NHS Greater Glasgow and Clyde,S92000003
5727,2021Q2,S92000003,S08000031,All Cancer Types,1107.0,885.0,NHS Greater Glasgow and Clyde,S92000003
5728,2021Q3,S08000015,S08000031,Cervical,2.0,0.0,NHS Greater Glasgow and Clyde,S92000003
5729,2021Q3,S08000015,S08000031,Colorectal,3.0,0.0,NHS Greater Glasgow and Clyde,S92000003
5730,2021Q3,S08000015,S08000031,Head & Neck,6.0,6.0,NHS Greater Glasgow and Clyde,S92000003
5731,2021Q3,S08000015,S08000031,Lung,15.0,15.0,NHS Greater Glasgow and Clyde,S92000003
5732,2021Q3,S08000015,S08000031,Ovarian,1.0,0.0,NHS Greater Glasgow and Clyde,S92000003
5733,2021Q3,S08000015,S08000031,Upper GI,9.0,4.0,NHS Greater Glasgow and Clyde,S92000003
5734,2021Q3,S08000015,S08000031,Urological,4.0,3.0,NHS Greater Glasgow and Clyde,S92000003
5735,2021Q3,S08000017,S08000031,Head & Neck,1.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5736,2021Q3,S08000017,S08000031,Lymphoma,1.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5737,2021Q3,S08000017,S08000031,Upper GI,1.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5738,2021Q3,S08000019,S08000031,Cervical,2.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5739,2021Q3,S08000019,S08000031,Colorectal,2.0,2.0,NHS Greater Glasgow and Clyde,S92000003
5740,2021Q3,S08000019,S08000031,Head & Neck,6.0,4.0,NHS Greater Glasgow and Clyde,S92000003
5741,2021Q3,S08000019,S08000031,Lung,10.0,5.0,NHS Greater Glasgow and Clyde,S92000003
5742,2021Q3,S08000019,S08000031,Ovarian,1.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5743,2021Q3,S08000019,S08000031,Upper GI,7.0,4.0,NHS Greater Glasgow and Clyde,S92000003
5744,2021Q3,S08000019,S08000031,Urological,2.0,0.0,NHS Greater Glasgow and Clyde,S92000003
5745,2021Q3,S08000022,S08000031,Breast,1.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5746,2021Q3,S08000028,S08000031,Colorectal,1.0,0.0,NHS Greater Glasgow and Clyde,S92000003
5747,2021Q3,S08000028,S08000031,Lymphoma,1.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5748,2021Q3,S08000031,S08000031,Breast,274.0,262.0,NHS Greater Glasgow and Clyde,S92000003
5749,2021Q3,S08000031,S08000031,Cervical,10.0,10.0,NHS Greater Glasgow and Clyde,S92000003
5750,2021Q3,S08000031,S08000031,Colorectal,165.0,96.0,NHS Greater Glasgow and Clyde,S92000003
5751,2021Q3,S08000031,S08000031,Head & Neck,68.0,50.0,NHS Greater Glasgow and Clyde,S92000003
5752,2021Q3,S08000031,S08000031,Lung,138.0,123.0,NHS Greater Glasgow and Clyde,S92000003
5753,2021Q3,S08000031,S08000031,Lymphoma,15.0,12.0,NHS Greater Glasgow and Clyde,S92000003
5754,2021Q3,S08000031,S08000031,Melanoma,53.0,53.0,NHS Greater Glasgow and Clyde,S92000003
5755,2021Q3,S08000031,S08000031,Ovarian,8.0,5.0,NHS Greater Glasgow and Clyde,S92000003
5756,2021Q3,S08000031,S08000031,Upper GI,113.0,85.0,NHS Greater Glasgow and Clyde,S92000003
5757,2021Q3,S08000031,S08000031,Urological,187.0,118.0,NHS Greater Glasgow and Clyde,S92000003
5758,2021Q3,S08000032,S08000031,Breast,4.0,4.0,NHS Greater Glasgow and Clyde,S92000003
5759,2021Q3,S08000032,S08000031,Cervical,6.0,6.0,NHS Greater Glasgow and Clyde,S92000003
5760,2021Q3,S08000032,S08000031,Colorectal,3.0,0.0,NHS Greater Glasgow and Clyde,S92000003
5761,2021Q3,S08000032,S08000031,Head & Neck,5.0,5.0,NHS Greater Glasgow and Clyde,S92000003
5762,2021Q3,S08000032,S08000031,Lung,9.0,9.0,NHS Greater Glasgow and Clyde,S92000003
5763,2021Q3,S08000032,S08000031,Lymphoma,2.0,2.0,NHS Greater Glasgow and Clyde,S92000003
5764,2021Q3,S08000032,S08000031,Ovarian,4.0,4.0,NHS Greater Glasgow and Clyde,S92000003
5765,2021Q3,S08000032,S08000031,Upper GI,3.0,3.0,NHS Greater Glasgow and Clyde,S92000003
5766,2021Q3,S08000032,S08000031,Urological,5.0,0.0,NHS Greater Glasgow and Clyde,S92000003
5767,2021Q3,S92000003,S08000031,Breast,279.0,267.0,NHS Greater Glasgow and Clyde,S92000003
5768,2021Q3,S92000003,S08000031,Cervical,20.0,17.0,NHS Greater Glasgow and Clyde,S92000003
5769,2021Q3,S92000003,S08000031,Colorectal,174.0,98.0,NHS Greater Glasgow and Clyde,S92000003
5770,2021Q3,S92000003,S08000031,Head & Neck,86.0,66.0,NHS Greater Glasgow and Clyde,S92000003
5771,2021Q3,S92000003,S08000031,Lung,172.0,152.0,NHS Greater Glasgow and Clyde,S92000003
5772,2021Q3,S92000003,S08000031,Lymphoma,19.0,16.0,NHS Greater Glasgow and Clyde,S92000003
5773,2021Q3,S92000003,S08000031,Melanoma,53.0,53.0,NHS Greater Glasgow and Clyde,S92000003
5774,2021Q3,S92000003,S08000031,Ovarian,14.0,10.0,NHS Greater Glasgow and Clyde,S92000003
5775,2021Q3,S92000003,S08000031,Upper GI,133.0,97.0,NHS Greater Glasgow and Clyde,S92000003
5776,2021Q3,S92000003,S08000031,Urological,198.0,121.0,NHS Greater Glasgow and Clyde,S92000003
5777,2021Q3,S08000015,S08000031,All Cancer Types,40.0,28.0,NHS Greater Glasgow and Clyde,S92000003
5778,2021Q3,S08000017,S08000031,All Cancer Types,3.0,3.0,NHS Greater Glasgow and Clyde,S92000003
5779,2021Q3,S08000019,S08000031,All Cancer Types,30.0,17.0,NHS Greater Glasgow and Clyde,S92000003
5780,2021Q3,S08000022,S08000031,All Cancer Types,1.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5781,2021Q3,S08000028,S08000031,All Cancer Types,2.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5782,2021Q3,S08000031,S08000031,All Cancer Types,1031.0,814.0,NHS Greater Glasgow and Clyde,S92000003
5783,2021Q3,S08000032,S08000031,All Cancer Types,41.0,33.0,NHS Greater Glasgow and Clyde,S92000003
5784,2021Q3,S92000003,S08000031,All Cancer Types,1148.0,897.0,NHS Greater Glasgow and Clyde,S92000003
5785,2021Q4,S08000015,S08000031,Colorectal,4.0,0.0,NHS Greater Glasgow and Clyde,S92000003
5786,2021Q4,S08000015,S08000031,Head & Neck,3.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5787,2021Q4,S08000015,S08000031,Lung,11.0,11.0,NHS Greater Glasgow and Clyde,S92000003
5788,2021Q4,S08000015,S08000031,Melanoma,1.0,0.0,NHS Greater Glasgow and Clyde,S92000003
5789,2021Q4,S08000015,S08000031,Ovarian,4.0,3.0,NHS Greater Glasgow and Clyde,S92000003
5790,2021Q4,S08000015,S08000031,Upper GI,2.0,0.0,NHS Greater Glasgow and Clyde,S92000003
5791,2021Q4,S08000015,S08000031,Urological,3.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5792,2021Q4,S08000017,S08000031,Head & Neck,2.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5793,2021Q4,S08000019,S08000031,Cervical,1.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5794,2021Q4,S08000019,S08000031,Colorectal,4.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5795,2021Q4,S08000019,S08000031,Head & Neck,4.0,3.0,NHS Greater Glasgow and Clyde,S92000003
5796,2021Q4,S08000019,S08000031,Lung,8.0,3.0,NHS Greater Glasgow and Clyde,S92000003
5797,2021Q4,S08000019,S08000031,Melanoma,1.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5798,2021Q4,S08000019,S08000031,Ovarian,2.0,2.0,NHS Greater Glasgow and Clyde,S92000003
5799,2021Q4,S08000019,S08000031,Upper GI,5.0,2.0,NHS Greater Glasgow and Clyde,S92000003
5800,2021Q4,S08000019,S08000031,Urological,10.0,3.0,NHS Greater Glasgow and Clyde,S92000003
5801,2021Q4,S08000020,S08000031,Colorectal,1.0,0.0,NHS Greater Glasgow and Clyde,S92000003
5802,2021Q4,S08000022,S08000031,Breast,1.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5803,2021Q4,S08000022,S08000031,Colorectal,2.0,2.0,NHS Greater Glasgow and Clyde,S92000003
5804,2021Q4,S08000022,S08000031,Melanoma,1.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5805,2021Q4,S08000022,S08000031,Upper GI,1.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5806,2021Q4,S08000022,S08000031,Urological,1.0,0.0,NHS Greater Glasgow and Clyde,S92000003
5807,2021Q4,S08000028,S08000031,Ovarian,1.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5808,2021Q4,S08000028,S08000031,Upper GI,1.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5809,2021Q4,S08000028,S08000031,Urological,1.0,0.0,NHS Greater Glasgow and Clyde,S92000003
5810,2021Q4,S08000031,S08000031,Breast,258.0,234.0,NHS Greater Glasgow and Clyde,S92000003
5811,2021Q4,S08000031,S08000031,Cervical,3.0,3.0,NHS Greater Glasgow and Clyde,S92000003
5812,2021Q4,S08000031,S08000031,Colorectal,154.0,81.0,NHS Greater Glasgow and Clyde,S92000003
5813,2021Q4,S08000031,S08000031,Head & Neck,48.0,34.0,NHS Greater Glasgow and Clyde,S92000003
5814,2021Q4,S08000031,S08000031,Lung,137.0,104.0,NHS Greater Glasgow and Clyde,S92000003
5815,2021Q4,S08000031,S08000031,Lymphoma,28.0,24.0,NHS Greater Glasgow and Clyde,S92000003
5816,2021Q4,S08000031,S08000031,Melanoma,65.0,62.0,NHS Greater Glasgow and Clyde,S92000003
5817,2021Q4,S08000031,S08000031,Ovarian,22.0,18.0,NHS Greater Glasgow and Clyde,S92000003
5818,2021Q4,S08000031,S08000031,Upper GI,109.0,77.0,NHS Greater Glasgow and Clyde,S92000003
5819,2021Q4,S08000031,S08000031,Urological,226.0,127.0,NHS Greater Glasgow and Clyde,S92000003
5820,2021Q4,S08000032,S08000031,Cervical,2.0,2.0,NHS Greater Glasgow and Clyde,S92000003
5821,2021Q4,S08000032,S08000031,Colorectal,4.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5822,2021Q4,S08000032,S08000031,Head & Neck,9.0,8.0,NHS Greater Glasgow and Clyde,S92000003
5823,2021Q4,S08000032,S08000031,Lung,9.0,8.0,NHS Greater Glasgow and Clyde,S92000003
5824,2021Q4,S08000032,S08000031,Lymphoma,1.0,0.0,NHS Greater Glasgow and Clyde,S92000003
5825,2021Q4,S08000032,S08000031,Ovarian,6.0,6.0,NHS Greater Glasgow and Clyde,S92000003
5826,2021Q4,S08000032,S08000031,Upper GI,7.0,7.0,NHS Greater Glasgow and Clyde,S92000003
5827,2021Q4,S08000032,S08000031,Urological,4.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5828,2021Q4,S92000003,S08000031,Breast,259.0,235.0,NHS Greater Glasgow and Clyde,S92000003
5829,2021Q4,S92000003,S08000031,Cervical,6.0,6.0,NHS Greater Glasgow and Clyde,S92000003
5830,2021Q4,S92000003,S08000031,Colorectal,169.0,85.0,NHS Greater Glasgow and Clyde,S92000003
5831,2021Q4,S92000003,S08000031,Head & Neck,66.0,47.0,NHS Greater Glasgow and Clyde,S92000003
5832,2021Q4,S92000003,S08000031,Lung,165.0,126.0,NHS Greater Glasgow and Clyde,S92000003
5833,2021Q4,S92000003,S08000031,Lymphoma,29.0,24.0,NHS Greater Glasgow and Clyde,S92000003
5834,2021Q4,S92000003,S08000031,Melanoma,68.0,64.0,NHS Greater Glasgow and Clyde,S92000003
5835,2021Q4,S92000003,S08000031,Ovarian,35.0,30.0,NHS Greater Glasgow and Clyde,S92000003
5836,2021Q4,S92000003,S08000031,Upper GI,125.0,88.0,NHS Greater Glasgow and Clyde,S92000003
5837,2021Q4,S92000003,S08000031,Urological,245.0,132.0,NHS Greater Glasgow and Clyde,S92000003
5838,2021Q4,S08000015,S08000031,All Cancer Types,28.0,16.0,NHS Greater Glasgow and Clyde,S92000003
5839,2021Q4,S08000017,S08000031,All Cancer Types,2.0,1.0,NHS Greater Glasgow and Clyde,S92000003
5840,2021Q4,S08000019,S08000031,All Cancer Types,35.0,16.0,NHS Greater Glasgow and Clyde,S92000003
5841,2021Q4,S08000020,S08000031,All Cancer Types,1.0,0.0,NHS Greater Glasgow and Clyde,S92000003
5842,2021Q4,S08000022,S08000031,All Cancer Types,6.0,5.0,NHS Greater Glasgow and Clyde,S92000003
5843,2021Q4,S08000028,S08000031,All Cancer Types,3.0,2.0,NHS Greater Glasgow and Clyde,S92000003
5844,2021Q4,S08000031,S08000031,All Cancer Types,1050.0,764.0,NHS Greater Glasgow and Clyde,S92000003
5845,2021Q4,S08000032,S08000031,All Cancer Types,42.0,33.0,NHS Greater Glasgow and Clyde,S92000003
5846,2021Q4,S92000003,S08000031,All Cancer Types,1167.0,837.0,NHS Greater Glasgow and Clyde,S92000003
5847,2012Q1,S08000016,S08000016,Breast,6.0,6.0,NHS Borders,S92000003
5848,2012Q1,S08000016,S08000016,Cervical,1.0,1.0,NHS Borders,S92000003
5849,2012Q1,S08000016,S08000016,Colorectal,13.0,13.0,NHS Borders,S92000003
5850,2012Q1,S08000016,S08000016,Head & Neck,1.0,1.0,NHS Borders,S92000003
5851,2012Q1,S08000016,S08000016,Lung,13.0,13.0,NHS Borders,S92000003
5852,2012Q1,S08000016,S08000016,Lymphoma,3.0,3.0,NHS Borders,S92000003
5853,2012Q1,S08000016,S08000016,Melanoma,3.0,3.0,NHS Borders,S92000003
5854,2012Q1,S08000016,S08000016,Ovarian,2.0,2.0,NHS Borders,S92000003
5855,2012Q1,S08000016,S08000016,Upper GI,6.0,6.0,NHS Borders,S92000003
5856,2012Q1,S08000016,S08000016,Urological,13.0,13.0,NHS Borders,S92000003
5857,2012Q1,S08000024,S08000016,Breast,4.0,4.0,NHS Borders,S92000003
5858,2012Q2,S08000016,S08000016,Breast,10.0,10.0,NHS Borders,S92000003
5859,2012Q2,S08000016,S08000016,Cervical,1.0,1.0,NHS Borders,S92000003
5860,2012Q2,S08000016,S08000016,Colorectal,12.0,12.0,NHS Borders,S92000003
5861,2012Q2,S08000016,S08000016,Head & Neck,1.0,1.0,NHS Borders,S92000003
5862,2012Q2,S08000016,S08000016,Lung,8.0,8.0,NHS Borders,S92000003
5863,2012Q2,S08000016,S08000016,Lymphoma,3.0,3.0,NHS Borders,S92000003
5864,2012Q2,S08000016,S08000016,Melanoma,6.0,6.0,NHS Borders,S92000003
5865,2012Q2,S08000016,S08000016,Ovarian,3.0,3.0,NHS Borders,S92000003
5866,2012Q2,S08000016,S08000016,Upper GI,7.0,7.0,NHS Borders,S92000003
5867,2012Q2,S08000016,S08000016,Urological,15.0,15.0,NHS Borders,S92000003
5868,2012Q2,S08000024,S08000016,Breast,1.0,1.0,NHS Borders,S92000003
5869,2012Q3,S08000016,S08000016,Breast,11.0,11.0,NHS Borders,S92000003
5870,2012Q3,S08000016,S08000016,Colorectal,12.0,12.0,NHS Borders,S92000003
5871,2012Q3,S08000016,S08000016,Head & Neck,2.0,2.0,NHS Borders,S92000003
5872,2012Q3,S08000016,S08000016,Lung,8.0,8.0,NHS Borders,S92000003
5873,2012Q3,S08000016,S08000016,Lymphoma,6.0,6.0,NHS Borders,S92000003
5874,2012Q3,S08000016,S08000016,Ovarian,3.0,3.0,NHS Borders,S92000003
5875,2012Q3,S08000016,S08000016,Upper GI,6.0,6.0,NHS Borders,S92000003
5876,2012Q3,S08000016,S08000016,Urological,18.0,18.0,NHS Borders,S92000003
5877,2012Q4,S08000016,S08000016,Breast,15.0,15.0,NHS Borders,S92000003
5878,2012Q4,S08000016,S08000016,Cervical,1.0,1.0,NHS Borders,S92000003
5879,2012Q4,S08000016,S08000016,Colorectal,7.0,7.0,NHS Borders,S92000003
5880,2012Q4,S08000016,S08000016,Lung,8.0,8.0,NHS Borders,S92000003
5881,2012Q4,S08000016,S08000016,Lymphoma,4.0,4.0,NHS Borders,S92000003
5882,2012Q4,S08000016,S08000016,Melanoma,5.0,5.0,NHS Borders,S92000003
5883,2012Q4,S08000016,S08000016,Ovarian,5.0,5.0,NHS Borders,S92000003
5884,2012Q4,S08000016,S08000016,Upper GI,8.0,8.0,NHS Borders,S92000003
5885,2012Q4,S08000016,S08000016,Urological,11.0,11.0,NHS Borders,S92000003
5886,2013Q1,S08000016,S08000016,Breast,12.0,12.0,NHS Borders,S92000003
5887,2013Q1,S08000016,S08000016,Colorectal,9.0,8.0,NHS Borders,S92000003
5888,2013Q1,S08000016,S08000016,Lung,8.0,8.0,NHS Borders,S92000003
5889,2013Q1,S08000016,S08000016,Lymphoma,4.0,4.0,NHS Borders,S92000003
5890,2013Q1,S08000016,S08000016,Melanoma,4.0,4.0,NHS Borders,S92000003
5891,2013Q1,S08000016,S08000016,Ovarian,8.0,8.0,NHS Borders,S92000003
5892,2013Q1,S08000016,S08000016,Upper GI,7.0,7.0,NHS Borders,S92000003
5893,2013Q1,S08000016,S08000016,Urological,7.0,7.0,NHS Borders,S92000003
5894,2013Q2,S08000016,S08000016,Breast,6.0,6.0,NHS Borders,S92000003
5895,2013Q2,S08000016,S08000016,Colorectal,10.0,8.0,NHS Borders,S92000003
5896,2013Q2,S08000016,S08000016,Lung,9.0,9.0,NHS Borders,S92000003
5897,2013Q2,S08000016,S08000016,Lymphoma,2.0,2.0,NHS Borders,S92000003
5898,2013Q2,S08000016,S08000016,Ovarian,3.0,3.0,NHS Borders,S92000003
5899,2013Q2,S08000016,S08000016,Upper GI,8.0,8.0,NHS Borders,S92000003
5900,2013Q2,S08000016,S08000016,Urological,10.0,9.0,NHS Borders,S92000003
5901,2013Q3,S08000016,S08000016,Breast,14.0,14.0,NHS Borders,S92000003
5902,2013Q3,S08000016,S08000016,Colorectal,22.0,20.0,NHS Borders,S92000003
5903,2013Q3,S08000016,S08000016,Lung,7.0,7.0,NHS Borders,S92000003
5904,2013Q3,S08000016,S08000016,Lymphoma,5.0,5.0,NHS Borders,S92000003
5905,2013Q3,S08000016,S08000016,Melanoma,3.0,3.0,NHS Borders,S92000003
5906,2013Q3,S08000016,S08000016,Ovarian,3.0,3.0,NHS Borders,S92000003
5907,2013Q3,S08000016,S08000016,Upper GI,10.0,10.0,NHS Borders,S92000003
5908,2013Q3,S08000016,S08000016,Urological,6.0,6.0,NHS Borders,S92000003
5909,2013Q4,S08000016,S08000016,Breast,11.0,11.0,NHS Borders,S92000003
5910,2013Q4,S08000016,S08000016,Cervical,3.0,3.0,NHS Borders,S92000003
5911,2013Q4,S08000016,S08000016,Colorectal,13.0,13.0,NHS Borders,S92000003
5912,2013Q4,S08000016,S08000016,Head & Neck,2.0,1.0,NHS Borders,S92000003
5913,2013Q4,S08000016,S08000016,Lung,11.0,11.0,NHS Borders,S92000003
5914,2013Q4,S08000016,S08000016,Lymphoma,2.0,2.0,NHS Borders,S92000003
5915,2013Q4,S08000016,S08000016,Melanoma,3.0,3.0,NHS Borders,S92000003
5916,2013Q4,S08000016,S08000016,Ovarian,4.0,4.0,NHS Borders,S92000003
5917,2013Q4,S08000016,S08000016,Upper GI,10.0,10.0,NHS Borders,S92000003
5918,2013Q4,S08000016,S08000016,Urological,12.0,12.0,NHS Borders,S92000003
5919,2014Q1,S08000016,S08000016,Breast,4.0,4.0,NHS Borders,S92000003
5920,2014Q1,S08000016,S08000016,Colorectal,11.0,11.0,NHS Borders,S92000003
5921,2014Q1,S08000016,S08000016,Lung,6.0,6.0,NHS Borders,S92000003
5922,2014Q1,S08000016,S08000016,Lymphoma,3.0,3.0,NHS Borders,S92000003
5923,2014Q1,S08000016,S08000016,Melanoma,3.0,3.0,NHS Borders,S92000003
5924,2014Q1,S08000016,S08000016,Ovarian,4.0,4.0,NHS Borders,S92000003
5925,2014Q1,S08000016,S08000016,Upper GI,4.0,4.0,NHS Borders,S92000003
5926,2014Q1,S08000016,S08000016,Urological,8.0,7.0,NHS Borders,S92000003
5927,2014Q2,S08000016,S08000016,Breast,8.0,8.0,NHS Borders,S92000003
5928,2014Q2,S08000016,S08000016,Cervical,1.0,1.0,NHS Borders,S92000003
5929,2014Q2,S08000016,S08000016,Colorectal,15.0,15.0,NHS Borders,S92000003
5930,2014Q2,S08000016,S08000016,Lung,13.0,13.0,NHS Borders,S92000003
5931,2014Q2,S08000016,S08000016,Lymphoma,6.0,6.0,NHS Borders,S92000003
5932,2014Q2,S08000016,S08000016,Melanoma,4.0,4.0,NHS Borders,S92000003
5933,2014Q2,S08000016,S08000016,Ovarian,5.0,5.0,NHS Borders,S92000003
5934,2014Q2,S08000016,S08000016,Upper GI,6.0,6.0,NHS Borders,S92000003
5935,2014Q2,S08000016,S08000016,Urological,12.0,12.0,NHS Borders,S92000003
5936,2014Q3,S08000016,S08000016,Breast,5.0,5.0,NHS Borders,S92000003
5937,2014Q3,S08000016,S08000016,Colorectal,10.0,9.0,NHS Borders,S92000003
5938,2014Q3,S08000016,S08000016,Lung,12.0,12.0,NHS Borders,S92000003
5939,2014Q3,S08000016,S08000016,Lymphoma,3.0,3.0,NHS Borders,S92000003
5940,2014Q3,S08000016,S08000016,Melanoma,3.0,3.0,NHS Borders,S92000003
5941,2014Q3,S08000016,S08000016,Ovarian,1.0,1.0,NHS Borders,S92000003
5942,2014Q3,S08000016,S08000016,Upper GI,6.0,6.0,NHS Borders,S92000003
5943,2014Q3,S08000016,S08000016,Urological,4.0,4.0,NHS Borders,S92000003
5944,2014Q3,S08000024,S08000016,Breast,4.0,4.0,NHS Borders,S92000003
